3.01399994,-0.01400000,-0.39100000,0,255,25,1.000000,84.000000
3.01099992,-0.03900000,-0.39100000,0,255,38,1.000000,81.000000
3.03099990,-0.04400000,-0.34700000,89,255,0,1.000000,111.000000
3.01600003,-0.06400000,-0.39199999,0,255,29,1.000000,83.000000
3.03299999,-0.06900000,-0.34700000,46,255,0,1.000000,101.000000
3.02399993,-0.08500000,-0.44100001,0,255,127,1.000000,60.000000
3.00999999,-0.08900000,-0.39199999,0,255,46,1.000000,79.000000
3.02699995,-0.09400000,-0.34700000,106,255,0,1.000000,115.000000
3.01399994,-0.11000000,-0.44000000,0,255,97,1.000000,67.000000
3.01500010,-0.11400000,-0.39300001,0,255,21,1.000000,85.000000
3.02600002,-0.12000000,-0.34700000,72,255,0,1.000000,107.000000
3.01699996,-0.13500001,-0.44100001,0,255,102,1.000000,66.000000
3.01099992,-0.13900000,-0.39199999,0,255,25,1.000000,84.000000
3.03099990,-0.14500000,-0.34799999,89,255,0,1.000000,111.000000
3.01999998,-0.16000000,-0.44100001,0,255,119,1.000000,62.000000
3.00699997,-0.16400000,-0.39199999,0,255,8,1.000000,88.000000
3.02900004,-0.17000000,-0.34799999,127,255,0,1.000000,120.000000
3.01999998,-0.18500000,-0.44100001,0,255,97,1.000000,67.000000
3.01200008,-0.19000000,-0.39300001,0,255,38,1.000000,81.000000
3.00699997,-0.19400001,-0.34500000,55,255,0,1.000000,103.000000
3.01500010,-0.21500000,-0.39399999,0,255,63,1.000000,75.000000
3.01699996,-0.22000000,-0.34700000,17,255,0,1.000000,94.000000
3.01300001,-0.23899999,-0.39399999,0,255,46,1.000000,79.000000
3.00699997,-0.24400000,-0.34599999,29,255,0,1.000000,97.000000
3.01699996,-0.26499999,-0.39399999,0,255,25,1.000000,84.000000
3.01900005,-0.21200000,-0.41499999,0,255,68,1.000000,74.000000
3.01300001,-0.18799999,-0.41299999,0,255,59,1.000000,76.000000
3.01200008,-0.16400000,-0.41100001,0,255,29,1.000000,83.000000
3.00500011,-0.14000000,-0.40900001,0,255,12,1.000000,87.000000
3.00699997,-0.11700000,-0.40799999,0,255,0,1.000000,90.000000
3.00799990,-0.09300000,-0.40700001,0,255,0,1.000000,90.000000
3.00500011,-0.06900000,-0.40599999,0,255,12,1.000000,87.000000
3.00600004,-0.04500000,-0.40500000,0,255,0,1.000000,90.000000
3.00900006,-0.02100000,-0.40500000,0,255,25,1.000000,84.000000
3.00900006,0.00200000,-0.40400001,0,255,4,1.000000,89.000000
3.01500010,-0.01000000,-0.43000001,21,255,0,1.000000,95.000000
3.01699996,-0.03700000,-0.43000001,0,255,34,1.000000,82.000000
3.01300001,-0.06300000,-0.43000001,0,255,8,1.000000,88.000000
3.01600003,-0.09000000,-0.43000001,0,255,42,1.000000,80.000000
3.00399995,-0.11600000,-0.42800000,0,255,25,1.000000,84.000000
3.00300002,-0.14200000,-0.42800000,4,255,0,1.000000,91.000000
3.01200008,-0.16900000,-0.43000001,0,255,12,1.000000,87.000000
3.01300001,-0.19599999,-0.42899999,0,255,59,1.000000,76.000000
3.01300001,-0.21200000,-0.41999999,0,255,51,1.000000,78.000000
3.01999998,-0.18799999,-0.42100000,0,255,38,1.000000,81.000000
3.01099992,-0.16300000,-0.41900000,0,255,34,1.000000,82.000000
3.00699997,-0.13800000,-0.41800001,0,255,21,1.000000,85.000000
3.00500011,-0.11400000,-0.41800001,0,255,0,1.000000,90.000000
3.00600004,-0.09000000,-0.41800001,0,255,25,1.000000,84.000000
3.00399995,-0.06500000,-0.41800001,8,255,0,1.000000,92.000000
3.00699997,-0.04100000,-0.41800001,0,255,25,1.000000,84.000000
3.00699997,-0.01700000,-0.41900000,0,255,17,1.000000,86.000000
3.00699997,0.00600000,-0.41900000,0,255,17,1.000000,86.000000
3.00699997,0.03000000,-0.41999999,0,255,29,1.000000,83.000000
3.01900005,0.02300000,-0.42100000,0,255,80,1.000000,71.000000
3.01799989,-0.00200000,-0.42100000,0,255,59,1.000000,76.000000
3.00799990,-0.00600000,-0.37200001,42,255,0,1.000000,100.000000
3.01699996,-0.02700000,-0.41999999,0,255,72,1.000000,73.000000
3.03299999,-0.03200000,-0.37500000,59,255,0,1.000000,104.000000
3.01500010,-0.05300000,-0.41999999,0,255,38,1.000000,81.000000
3.00999999,-0.05800000,-0.37200001,51,255,0,1.000000,102.000000
3.01799989,-0.08000000,-0.41999999,0,255,80,1.000000,71.000000
3.00900006,-0.08300000,-0.37200001,21,255,0,1.000000,95.000000
3.01600003,-0.10600000,-0.41900000,0,255,72,1.000000,73.000000
3.02800012,-0.11000000,-0.37400001,63,255,0,1.000000,105.000000
3.01300001,-0.13100000,-0.41800001,0,255,38,1.000000,81.000000
3.02999997,-0.13600001,-0.37400001,46,255,0,1.000000,101.000000
3.01999998,-0.15800001,-0.41900000,0,255,76,1.000000,72.000000
3.00600004,-0.16100000,-0.37000000,12,255,0,1.000000,93.000000
3.01799989,-0.18400000,-0.41800001,0,255,93,1.000000,68.000000
3.00799990,-0.18799999,-0.37000000,0,255,17,1.000000,86.000000
3.01900005,-0.20999999,-0.41800001,0,255,89,1.000000,69.000000
3.01399994,-0.21400000,-0.37000000,0,255,0,1.000000,90.000000
3.01399994,-0.24100000,-0.37000000,0,255,29,1.000000,83.000000
3.01300001,-0.26699999,-0.36899999,0,255,17,1.000000,86.000000
3.02600002,-0.25799999,-0.38200000,0,255,165,1.000000,51.000000
3.02500010,-0.25400001,-0.33500001,0,255,127,1.000000,60.000000
3.01300001,-0.25000000,-0.28600001,0,255,25,1.000000,84.000000
3.02900004,-0.23300000,-0.38299999,0,255,136,1.000000,58.000000
3.01900005,-0.23000000,-0.33399999,0,255,93,1.000000,68.000000
3.00799990,-0.22600000,-0.28600001,0,255,12,1.000000,87.000000
3.01699996,-0.20800000,-0.38200000,0,255,119,1.000000,62.000000
3.01099992,-0.20500000,-0.33300000,0,255,72,1.000000,73.000000
3.03399992,-0.20299999,-0.28900000,42,255,0,1.000000,100.000000
3.02200007,-0.18700001,-0.43000001,0,255,140,1.000000,57.000000
3.01999998,-0.18400000,-0.38200000,0,255,119,1.000000,62.000000
3.01600003,-0.18099999,-0.33399999,0,255,80,1.000000,71.000000
3.03500009,-0.18000001,-0.28900000,63,255,0,1.000000,105.000000
3.02099991,-0.16300000,-0.43000001,0,255,119,1.000000,62.000000
3.01099992,-0.16000000,-0.38100001,0,255,102,1.000000,66.000000
3.01699996,-0.15700001,-0.33500001,0,255,63,1.000000,75.000000
3.03699994,-0.15600000,-0.28999999,80,255,0,1.000000,109.000000
3.01399994,-0.13800000,-0.43000001,0,255,110,1.000000,64.000000
3.02399993,-0.13600001,-0.38400000,0,255,76,1.000000,72.000000
3.03099990,-0.13400000,-0.33700001,0,255,17,1.000000,86.000000
3.02300000,-0.13100000,-0.28900000,72,255,0,1.000000,107.000000
3.01699996,-0.11500000,-0.43099999,0,255,106,1.000000,65.000000
3.02800012,-0.11200000,-0.38499999,0,255,68,1.000000,74.000000
3.03200006,-0.11000000,-0.33800000,0,255,17,1.000000,86.000000
3.02500010,-0.10700000,-0.28999999,114,255,0,1.000000,117.000000
3.01500010,-0.09000000,-0.43200001,0,255,119,1.000000,62.000000
3.02399993,-0.08800000,-0.38499999,0,255,114,1.000000,63.000000
3.03200006,-0.08600000,-0.33899999,0,255,42,1.000000,80.000000
3.02500010,-0.08400000,-0.29100001,106,255,0,1.000000,115.000000
3.01799989,-0.06600000,-0.43300000,0,255,106,1.000000,65.000000
3.02300000,-0.06400000,-0.38600001,0,255,76,1.000000,72.000000
3.02800012,-0.06200000,-0.33899999,0,255,4,1.000000,89.000000
3.01600003,-0.04300000,-0.43300000,0,255,131,1.000000,59.000000
3.02600002,-0.04100000,-0.38699999,0,255,76,1.000000,72.000000
3.02800012,-0.03900000,-0.34000000,0,255,4,1.000000,89.000000
3.02399993,-0.01700000,-0.38800001,0,255,89,1.000000,69.000000
3.02300000,0.00600000,-0.38900000,0,255,97,1.000000,67.000000
3.01999998,0.01400000,-0.42300001,0,255,93,1.000000,68.000000
3.01300001,-0.00800000,-0.42199999,0,255,59,1.000000,76.000000
3.03500009,-0.01200000,-0.37599999,0,255,102,1.000000,66.000000
3.01799989,-0.03300000,-0.42199999,0,255,97,1.000000,67.000000
3.03699994,-0.03600000,-0.37599999,0,255,114,1.000000,63.000000
3.01799989,-0.05700000,-0.42199999,0,255,89,1.000000,69.000000
3.03200006,-0.06100000,-0.37599999,0,255,106,1.000000,65.000000
3.03999996,-0.06400000,-0.32800001,0,255,46,1.000000,79.000000
3.01399994,-0.08100000,-0.42100000,0,255,110,1.000000,64.000000
3.03600001,-0.08500000,-0.37599999,0,255,127,1.000000,60.000000
3.03399992,-0.08800000,-0.32699999,0,255,55,1.000000,77.000000
3.02699995,-0.09200000,-0.27900001,0,255,17,1.000000,86.000000
3.01799989,-0.10600000,-0.42199999,0,255,123,1.000000,61.000000
3.03500009,-0.11000000,-0.37599999,0,255,114,1.000000,63.000000
3.03399992,-0.11300000,-0.32699999,0,255,46,1.000000,79.000000
3.02699995,-0.11600000,-0.27900001,0,255,8,1.000000,88.000000
3.01699996,-0.13000000,-0.42100000,0,255,93,1.000000,68.000000
3.03699994,-0.13400000,-0.37599999,0,255,119,1.000000,62.000000
3.03800011,-0.13800000,-0.32699999,0,255,68,1.000000,74.000000
3.03900003,-0.14200000,-0.28000000,0,255,46,1.000000,79.000000
3.01500010,-0.15500000,-0.42100000,0,255,93,1.000000,68.000000
3.01399994,-0.15800001,-0.37200001,0,255,148,1.000000,55.000000
3.01699996,-0.16200000,-0.32499999,0,255,110,1.000000,64.000000
3.03299999,-0.16599999,-0.27900001,0,255,38,1.000000,81.000000
3.01500010,-0.17900001,-0.42100000,0,255,106,1.000000,65.000000
3.01799989,-0.18300000,-0.37300000,0,255,140,1.000000,57.000000
3.01500010,-0.18600000,-0.32400000,0,255,110,1.000000,64.000000
3.02999997,-0.19100000,-0.27800000,0,255,63,1.000000,75.000000
3.01500010,-0.20400000,-0.41999999,0,255,131,1.000000,59.000000
3.01600003,-0.20800000,-0.37200001,0,255,148,1.000000,55.000000
3.01900005,-0.21200000,-0.32400000,0,255,110,1.000000,64.000000
